"run.Number","Pred.Strat","Prey.Start.Con","Pred.Start.Con","Detect.Black","Detect.White","Step","ticks","nearby","mapAware.table","Hour.Map","Black.Table","White.Table","DomainOverlap","Domain.Prey","hour0","hour1","hour2","hour3","hour4","hour5","hour6","hour7","hour8","hour9","hour10","hour11","hour12","hour13","hour14","hour15","hour16","hour17","hour18","hour19","hour20","hour21","hour22","hour23","ihour0","ihour1","ihour2","ihour3","ihour4","ihour5","ihour6","ihour7","ihour8","ihour9","ihour10","ihour11","ihour12","ihour13","ihour14","ihour15","ihour16","ihour17","ihour18","ihour19","ihour20","ihour21","ihour22","ihour23"
325,"Sit-and-Wait","Large","Large",0.9,0.2,69345,69345,"415","[[0 15] [1 17] [2 16] [3 20] [4 9] [5 17] [6 17] [7 10] [8 9] [9 8] [10 7] [11 8] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 781] [1 335] [2 282] [3 82] [4 1611] [5 188] [6 53] [7 57] [8 743] [9 571] [10 1245] [11 384] [12 2404] [13 2355] [14 2336] [15 2356] [16 2337] [17 2353] [18 2393] [19 2350] [20 2391] [21 2362] [22 2375] [23 2324]]",13127,21541,34668,0,781,335,282,82,1611,188,53,57,743,571,1245,384,2404,2355,2336,2356,2337,2353,2393,2350,2391,2362,2375,2324,15,17,16,20,9,17,17,10,9,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0
330,"Sit-and-Wait","Large","Large",0.9,0.2,4331,4331,"11","[[0 0] [1 0] [2 1] [3 1] [4 1] [5 0] [6 1] [7 1] [8 0] [9 0] [10 1] [11 1] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 83] [1 98] [2 87] [3 95] [4 82] [5 88] [6 88] [7 73] [8 93] [9 96] [10 90] [11 98] [12 97] [13 87] [14 86] [15 89] [16 103] [17 94] [18 95] [19 88] [20 94] [21 84] [22 86] [23 94]]",987,1181,2168,0,83,98,87,95,82,88,88,73,93,96,90,98,97,87,86,89,103,94,95,88,94,84,86,94,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
329,"Sit-and-Wait","Large","Large",0.9,0.2,19589,19589,"103","[[0 4] [1 5] [2 2] [3 1] [4 4] [5 4] [6 3] [7 6] [8 8] [9 7] [10 1] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 176] [1 275] [2 496] [3 508] [4 491] [5 389] [6 244] [7 51] [8 15] [9 211] [10 492] [11 491] [12 514] [13 511] [14 483] [15 501] [16 488] [17 499] [18 500] [19 481] [20 510] [21 500] [22 475] [23 493]]",3643,6151,9794,0,176,275,496,508,491,389,244,51,15,211,492,491,514,511,483,501,488,499,500,481,510,500,475,493,4,5,2,1,4,4,3,6,8,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0
326,"Sit-and-Wait","Large","Large",0.9,0.2,87599,87600,"398","[[0 15] [1 17] [2 20] [3 22] [4 17] [5 13] [6 16] [7 17] [8 12] [9 13] [10 10] [11 17] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 789] [1 86] [2 76] [3 58] [4 169] [5 1180] [6 249] [7 431] [8 1257] [9 995] [10 665] [11 234] [12 3163] [13 3150] [14 3135] [15 3118] [16 3128] [17 3153] [18 3136] [19 3129] [20 3126] [21 3112] [22 3098] [23 3163]]",15818,27982,43800,0,789,86,76,58,169,1180,249,431,1257,995,665,234,3163,3150,3135,3118,3128,3153,3136,3129,3126,3112,3098,3163,15,17,20,22,17,13,16,17,12,13,10,17,0,0,0,0,0,0,0,0,0,0,0,0
331,"Sit-and-Wait","Large","Large",0.9,0.2,34019,34019,"200","[[0 6] [1 3] [2 3] [3 5] [4 3] [5 3] [6 5] [7 4] [8 6] [9 5] [10 8] [11 5] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 740] [1 810] [2 311] [3 221] [4 379] [5 650] [6 381] [7 828] [8 582] [9 463] [10 489] [11 847] [12 846] [13 842] [14 872] [15 876] [16 845] [17 878] [18 865] [19 862] [20 873] [21 839] [22 864] [23 842]]",6531,10474,17005,0,740,810,311,221,379,650,381,828,582,463,489,847,846,842,872,876,845,878,865,862,873,839,864,842,6,3,3,5,3,3,5,4,6,5,8,5,0,0,0,0,0,0,0,0,0,0,0,0
328,"Sit-and-Wait","Large","Large",0.9,0.2,55116,55116,"224","[[0 6] [1 3] [2 7] [3 7] [4 6] [5 8] [6 8] [7 8] [8 6] [9 6] [10 11] [11 9] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 1432] [1 1734] [2 200] [3 481] [4 250] [5 240] [6 258] [7 485] [8 80] [9 924] [10 222] [11 66] [12 1774] [13 1786] [14 1751] [15 1767] [16 1772] [17 1751] [18 1774] [19 1766] [20 1752] [21 1769] [22 1768] [23 1751]]",11355,16198,27553,0,1432,1734,200,481,250,240,258,485,80,924,222,66,1774,1786,1751,1767,1772,1751,1774,1766,1752,1769,1768,1751,6,3,7,7,6,8,8,8,6,6,11,9,0,0,0,0,0,0,0,0,0,0,0,0
332,"Sit-and-Wait","Large","Large",0.9,0.2,58542,58542,"239","[[0 9] [1 12] [2 13] [3 11] [4 7] [5 7] [6 6] [7 8] [8 10] [9 9] [10 10] [11 9] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 159] [1 164] [2 296] [3 155] [4 727] [5 1143] [6 332] [7 196] [8 709] [9 279] [10 518] [11 253] [12 2042] [13 2037] [14 2046] [15 2023] [16 2043] [17 2021] [18 2019] [19 2004] [20 2007] [21 2030] [22 2017] [23 2048]]",14012,15256,29268,0,159,164,296,155,727,1143,332,196,709,279,518,253,2042,2037,2046,2023,2043,2021,2019,2004,2007,2030,2017,2048,9,12,13,11,7,7,6,8,10,9,10,9,0,0,0,0,0,0,0,0,0,0,0,0
334,"Sit-and-Wait","Large","Large",0.9,0.2,55784,55784,"240","[[0 10] [1 10] [2 10] [3 11] [4 14] [5 12] [6 9] [7 5] [8 6] [9 5] [10 7] [11 6] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 1474] [1 67] [2 297] [3 1086] [4 166] [5 284] [6 528] [7 1442] [8 411] [9 712] [10 153] [11 159] [12 1757] [13 1764] [14 1743] [15 1728] [16 1797] [17 1760] [18 1767] [19 1735] [20 1788] [21 1729] [22 1775] [23 1766]]",13395,14493,27888,0,1474,67,297,1086,166,284,528,1442,411,712,153,159,1757,1764,1743,1728,1797,1760,1767,1735,1788,1729,1775,1766,10,10,10,11,14,12,9,5,6,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0
333,"Sit-and-Wait","Large","Large",0.9,0.2,87599,87600,"406","[[0 18] [1 17] [2 17] [3 12] [4 18] [5 13] [6 13] [7 11] [8 16] [9 19] [10 19] [11 16] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 91] [1 254] [2 404] [3 1297] [4 260] [5 398] [6 314] [7 290] [8 481] [9 163] [10 176] [11 124] [12 3294] [13 3284] [14 3305] [15 3283] [16 3307] [17 3315] [18 3279] [19 3291] [20 3300] [21 3274] [22 3299] [23 3317]]",14596,29204,43800,0,91,254,404,1297,260,398,314,290,481,163,176,124,3294,3284,3305,3283,3307,3315,3279,3291,3300,3274,3299,3317,18,17,17,12,18,13,13,11,16,19,19,16,0,0,0,0,0,0,0,0,0,0,0,0
335,"Sit-and-Wait","Large","Large",0.9,0.2,75725,75725,"269","[[0 18] [1 17] [2 12] [3 6] [4 8] [5 5] [6 7] [7 8] [8 10] [9 10] [10 9] [11 10] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 300] [1 248] [2 604] [3 1056] [4 201] [5 1273] [6 177] [7 324] [8 80] [9 680] [10 44] [11 152] [12 2714] [13 2715] [14 2732] [15 2710] [16 2746] [17 2729] [18 2744] [19 2733] [20 2725] [21 2726] [22 2752] [23 2695]]",17546,20314,37860,0,300,248,604,1056,201,1273,177,324,80,680,44,152,2714,2715,2732,2710,2746,2729,2744,2733,2725,2726,2752,2695,18,17,12,6,8,5,7,8,10,10,9,10,0,0,0,0,0,0,0,0,0,0,0,0
339,"Sit-and-Wait","Large","Large",0.9,0.2,35239,35239,"161","[[0 3] [1 2] [2 3] [3 8] [4 9] [5 9] [6 7] [7 5] [8 5] [9 5] [10 1] [11 5] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 335] [1 882] [2 438] [3 883] [4 475] [5 525] [6 466] [7 774] [8 443] [9 502] [10 875] [11 272] [12 894] [13 876] [14 886] [15 886] [16 865] [17 898] [18 889] [19 891] [20 937] [21 928] [22 908] [23 890]]",7752,9866,17618,0,335,882,438,883,475,525,466,774,443,502,875,272,894,876,886,886,865,898,889,891,937,928,908,890,3,2,3,8,9,9,7,5,5,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0
336,"Sit-and-Wait","Large","Large",0.9,0.2,87599,87600,"334","[[0 15] [1 14] [2 14] [3 11] [4 10] [5 14] [6 14] [7 8] [8 10] [9 11] [10 13] [11 12] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 478] [1 266] [2 327] [3 740] [4 2266] [5 322] [6 220] [7 1063] [8 987] [9 689] [10 215] [11 664] [12 2957] [13 3010] [14 2991] [15 2951] [16 2977] [17 2982] [18 2932] [19 2928] [20 2971] [21 2944] [22 2970] [23 2950]]",22794,21006,43800,0,478,266,327,740,2266,322,220,1063,987,689,215,664,2957,3010,2991,2951,2977,2982,2932,2928,2971,2944,2970,2950,15,14,14,11,10,14,14,8,10,11,13,12,0,0,0,0,0,0,0,0,0,0,0,0
341,"Sit-and-Wait","Large","Large",0.9,0.2,13177,13177,"48","[[0 1] [1 2] [2 3] [3 4] [4 5] [5 0] [6 2] [7 0] [8 0] [9 1] [10 1] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 291] [1 308] [2 166] [3 38] [4 114] [5 298] [6 276] [7 328] [8 304] [9 313] [10 296] [11 125] [12 328] [13 300] [14 300] [15 311] [16 296] [17 295] [18 325] [19 323] [20 311] [21 305] [22 321] [23 316]]",3357,3231,6588,0,291,308,166,38,114,298,276,328,304,313,296,125,328,300,300,311,296,295,325,323,311,305,321,316,1,2,3,4,5,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
342,"Sit-and-Wait","Large","Large",0.9,0.2,3801,3801,"13","[[0 2] [1 1] [2 0] [3 0] [4 0] [5 0] [6 0] [7 0] [8 1] [9 0] [10 1] [11 1] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 81] [1 90] [2 85] [3 74] [4 72] [5 83] [6 82] [7 83] [8 72] [9 77] [10 75] [11 72] [12 74] [13 87] [14 77] [15 83] [16 74] [17 86] [18 69] [19 73] [20 71] [21 82] [22 83] [23 95]]",890,1010,1900,0,81,90,85,74,72,83,82,83,72,77,75,72,74,87,77,83,74,86,69,73,71,82,83,95,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
337,"Sit-and-Wait","Large","Large",0.9,0.2,71809,71809,"351","[[0 12] [1 15] [2 10] [3 14] [4 16] [5 12] [6 7] [7 7] [8 10] [9 14] [10 10] [11 11] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 385] [1 336] [2 955] [3 415] [4 287] [5 1659] [6 1005] [7 1157] [8 130] [9 67] [10 63] [11 846] [12 2423] [13 2362] [14 2337] [15 2409] [16 2406] [17 2351] [18 2374] [19 2369] [20 2426] [21 2397] [22 2382] [23 2363]]",15911,19993,35904,0,385,336,955,415,287,1659,1005,1157,130,67,63,846,2423,2362,2337,2409,2406,2351,2374,2369,2426,2397,2382,2363,12,15,10,14,16,12,7,7,10,14,10,11,0,0,0,0,0,0,0,0,0,0,0,0
338,"Sit-and-Wait","Large","Large",0.9,0.2,84341,84341,"279","[[0 12] [1 11] [2 9] [3 15] [4 15] [5 9] [6 9] [7 8] [8 8] [9 7] [10 7] [11 12] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 1365] [1 355] [2 1763] [3 690] [4 366] [5 158] [6 985] [7 1727] [8 222] [9 270] [10 826] [11 211] [12 2773] [13 2778] [14 2784] [15 2769] [16 2747] [17 2762] [18 2751] [19 2746] [20 2775] [21 2793] [22 2758] [23 2794]]",22446,19722,42168,0,1365,355,1763,690,366,158,985,1727,222,270,826,211,2773,2778,2784,2769,2747,2762,2751,2746,2775,2793,2758,2794,12,11,9,15,15,9,9,8,8,7,7,12,0,0,0,0,0,0,0,0,0,0,0,0
345,"Sit-and-Wait","Large","Large",0.9,0.2,4593,4593,"29","[[0 2] [1 0] [2 0] [3 1] [4 0] [5 0] [6 3] [7 5] [8 2] [9 2] [10 0] [11 1] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 99] [1 96] [2 98] [3 101] [4 102] [5 94] [6 96] [7 49] [8 63] [9 114] [10 102] [11 87] [12 89] [13 107] [14 105] [15 97] [16 91] [17 95] [18 105] [19 104] [20 108] [21 99] [22 100] [23 95]]",1087,1209,2296,0,99,96,98,101,102,94,96,49,63,114,102,87,89,107,105,97,91,95,105,104,108,99,100,95,2,0,0,1,0,0,3,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
346,"Sit-and-Wait","Large","Large",0.9,0.2,6180,6180,"32","[[0 0] [1 0] [2 1] [3 0] [4 1] [5 2] [6 2] [7 2] [8 2] [9 1] [10 1] [11 0] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 133] [1 138] [2 131] [3 141] [4 138] [5 12] [6 131] [7 109] [8 67] [9 147] [10 134] [11 138] [12 150] [13 138] [14 139] [15 128] [16 144] [17 142] [18 136] [19 153] [20 131] [21 139] [22 133] [23 136]]",1484,1604,3088,0,133,138,131,141,138,12,131,109,67,147,134,138,150,138,139,128,144,142,136,153,131,139,133,136,0,0,1,0,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344,"Sit-and-Wait","Large","Large",0.9,0.2,22179,22179,"80","[[0 3] [1 3] [2 4] [3 5] [4 3] [5 1] [6 3] [7 3] [8 0] [9 3] [10 3] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 109] [1 157] [2 41] [3 579] [4 268] [5 574] [6 362] [7 116] [8 598] [9 492] [10 246] [11 567] [12 578] [13 605] [14 573] [15 564] [16 599] [17 574] [18 571] [19 584] [20 578] [21 589] [22 602] [23 562]]",4742,6346,11088,0,109,157,41,579,268,574,362,116,598,492,246,567,578,605,573,564,599,574,571,584,578,589,602,562,3,3,4,5,3,1,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
348,"Sit-and-Wait","Large","Large",0.9,0.2,1568,1568,"18","[[0 1] [1 0] [2 0] [3 0] [4 0] [5 1] [6 3] [7 2] [8 1] [9 2] [10 0] [11 0] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 41] [1 34] [2 29] [3 22] [4 32] [5 33] [6 32] [7 36] [8 38] [9 29] [10 35] [11 37] [12 35] [13 35] [14 34] [15 36] [16 33] [17 28] [18 26] [19 32] [20 29] [21 35] [22 30] [23 33]]",384,400,784,0,41,34,29,22,32,33,32,36,38,29,35,37,35,35,34,36,33,28,26,32,29,35,30,33,1,0,0,0,0,1,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,"Sit-and-Wait","Large","Large",0.9,0.2,17453,17453,"116","[[0 2] [1 4] [2 4] [3 4] [4 3] [5 5] [6 6] [7 4] [8 4] [9 6] [10 8] [11 5] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 530] [1 73] [2 133] [3 153] [4 541] [5 95] [6 27] [7 163] [8 307] [9 188] [10 102] [11 111] [12 527] [13 538] [14 540] [15 526] [16 537] [17 510] [18 522] [19 506] [20 525] [21 507] [22 531] [23 534]]",3797,4929,8726,0,530,73,133,153,541,95,27,163,307,188,102,111,527,538,540,526,537,510,522,506,525,507,531,534,2,4,4,4,3,5,6,4,4,6,8,5,0,0,0,0,0,0,0,0,0,0,0,0
343,"Sit-and-Wait","Large","Large",0.9,0.2,46876,46876,"217","[[0 7] [1 7] [2 8] [3 6] [4 5] [5 6] [6 7] [7 4] [8 5] [9 9] [10 6] [11 6] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 1174] [1 891] [2 119] [3 495] [4 285] [5 193] [6 186] [7 784] [8 126] [9 337] [10 124] [11 897] [12 1509] [13 1478] [14 1500] [15 1483] [16 1487] [17 1466] [18 1489] [19 1466] [20 1493] [21 1485] [22 1496] [23 1473]]",8899,14537,23436,0,1174,891,119,495,285,193,186,784,126,337,124,897,1509,1478,1500,1483,1487,1466,1489,1466,1493,1485,1496,1473,7,7,8,6,5,6,7,4,5,9,6,6,0,0,0,0,0,0,0,0,0,0,0,0
340,"Sit-and-Wait","Large","Large",0.9,0.2,87599,87600,"458","[[0 14] [1 22] [2 24] [3 22] [4 21] [5 14] [6 14] [7 13] [8 12] [9 15] [10 15] [11 13] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 1636] [1 484] [2 122] [3 500] [4 200] [5 497] [6 477] [7 309] [8 1866] [9 501] [10 314] [11 1076] [12 3003] [13 2979] [14 2943] [15 3000] [16 2967] [17 3029] [18 2977] [19 3011] [20 2973] [21 3009] [22 2947] [23 2980]]",17640,26160,43800,0,1636,484,122,500,200,497,477,309,1866,501,314,1076,3003,2979,2943,3000,2967,3029,2977,3011,2973,3009,2947,2980,14,22,24,22,21,14,14,13,12,15,15,13,0,0,0,0,0,0,0,0,0,0,0,0
351,"Sit-and-Wait","Large","Large",0.9,0.2,30770,30770,"120","[[0 2] [1 4] [2 2] [3 4] [4 4] [5 4] [6 4] [7 0] [8 1] [9 4] [10 1] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 792] [1 336] [2 267] [3 71] [4 183] [5 273] [6 239] [7 784] [8 783] [9 523] [10 811] [11 764] [12 797] [13 805] [14 775] [15 806] [16 799] [17 801] [18 811] [19 801] [20 787] [21 788] [22 790] [23 799]]",6126,9259,15385,0,792,336,267,71,183,273,239,784,783,523,811,764,797,805,775,806,799,801,811,801,787,788,790,799,2,4,2,4,4,4,4,0,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0
350,"Sit-and-Wait","Large","Large",0.9,0.2,86768,86768,"484","[[0 18] [1 20] [2 11] [3 12] [4 15] [5 16] [6 14] [7 11] [8 13] [9 19] [10 16] [11 13] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 353] [1 782] [2 1557] [3 2114] [4 75] [5 232] [6 449] [7 51] [8 440] [9 1195] [10 220] [11 346] [12 2979] [13 2949] [14 2946] [15 3004] [16 2985] [17 2951] [18 2968] [19 2951] [20 2991] [21 2924] [22 2969] [23 2949]]",12858,30522,43380,0,353,782,1557,2114,75,232,449,51,440,1195,220,346,2979,2949,2946,3004,2985,2951,2968,2951,2991,2924,2969,2949,18,20,11,12,15,16,14,11,13,19,16,13,0,0,0,0,0,0,0,0,0,0,0,0
349,"Sit-and-Wait","Large","Large",0.9,0.2,87599,87600,"476","[[0 19] [1 19] [2 26] [3 15] [4 18] [5 20] [6 10] [7 10] [8 17] [9 14] [10 18] [11 14] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 239] [1 192] [2 60] [3 441] [4 369] [5 670] [6 1107] [7 782] [8 317] [9 832] [10 181] [11 681] [12 3147] [13 3169] [14 3159] [15 3163] [16 3182] [17 3169] [18 3169] [19 3161] [20 3157] [21 3127] [22 3147] [23 3179]]",13369,30431,43800,0,239,192,60,441,369,670,1107,782,317,832,181,681,3147,3169,3159,3163,3182,3169,3169,3161,3157,3127,3147,3179,19,19,26,15,18,20,10,10,17,14,18,14,0,0,0,0,0,0,0,0,0,0,0,0
352,"Sit-and-Wait","Large","Large",0.9,0.2,82491,82491,"468","[[0 18] [1 17] [2 16] [3 19] [4 18] [5 18] [6 18] [7 22] [8 11] [9 18] [10 12] [11 11] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 96] [1 157] [2 151] [3 79] [4 608] [5 200] [6 731] [7 342] [8 1725] [9 478] [10 1119] [11 299] [12 2946] [13 2938] [14 2921] [15 2945] [16 2961] [17 2918] [18 2904] [19 2938] [20 2940] [21 2953] [22 2944] [23 2951]]",15206,26038,41244,0,96,157,151,79,608,200,731,342,1725,478,1119,299,2946,2938,2921,2945,2961,2918,2904,2938,2940,2953,2944,2951,18,17,16,19,18,18,18,22,11,18,12,11,0,0,0,0,0,0,0,0,0,0,0,0
355,"Sit-and-Wait","Large","Large",0.9,0.2,27029,27029,"151","[[0 4] [1 6] [2 4] [3 7] [4 3] [5 4] [6 2] [7 3] [8 0] [9 6] [10 4] [11 8] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 511] [1 172] [2 465] [3 214] [4 701] [5 244] [6 702] [7 723] [8 729] [9 227] [10 118] [11 51] [12 720] [13 739] [14 705] [15 713] [16 722] [17 709] [18 724] [19 714] [20 726] [21 749] [22 730] [23 705]]",4837,8676,13513,0,511,172,465,214,701,244,702,723,729,227,118,51,720,739,705,713,722,709,724,714,726,749,730,705,4,6,4,7,3,4,2,3,0,6,4,8,0,0,0,0,0,0,0,0,0,0,0,0
357,"Sit-and-Wait","Large","Large",0.9,0.2,1377,1377,"2","[[0 0] [1 0] [2 0] [3 0] [4 0] [5 0] [6 1] [7 0] [8 0] [9 0] [10 0] [11 0] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 30] [1 28] [2 32] [3 28] [4 21] [5 31] [6 29] [7 32] [8 35] [9 27] [10 25] [11 34] [12 27] [13 27] [14 26] [15 33] [16 29] [17 22] [18 26] [19 28] [20 30] [21 28] [22 31] [23 30]]",319,370,689,0,30,28,32,28,21,31,29,32,35,27,25,34,27,27,26,33,29,22,26,28,30,28,31,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,"Sit-and-Wait","Large","Large",0.9,0.2,3195,3195,"21","[[0 1] [1 2] [2 0] [3 1] [4 0] [5 1] [6 1] [7 1] [8 0] [9 0] [10 0] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 64] [1 59] [2 70] [3 63] [4 63] [5 75] [6 63] [7 69] [8 69] [9 70] [10 69] [11 73] [12 61] [13 70] [14 66] [15 69] [16 74] [17 73] [18 60] [19 74] [20 52] [21 67] [22 60] [23 64]]",797,800,1597,0,64,59,70,63,63,75,63,69,69,70,69,73,61,70,66,69,74,73,60,74,52,67,60,64,1,2,0,1,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
353,"Sit-and-Wait","Large","Large",0.9,0.2,87599,87600,"517","[[0 21] [1 20] [2 16] [3 22] [4 22] [5 21] [6 18] [7 12] [8 14] [9 5] [10 11] [11 12] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 171] [1 291] [2 534] [3 340] [4 135] [5 666] [6 1193] [7 426] [8 1180] [9 2798] [10 100] [11 805] [12 2919] [13 2922] [14 2911] [15 2953] [16 2919] [17 2934] [18 2935] [19 2915] [20 2958] [21 2913] [22 2938] [23 2944]]",11787,32013,43800,0,171,291,534,340,135,666,1193,426,1180,2798,100,805,2919,2922,2911,2953,2919,2934,2935,2915,2958,2913,2938,2944,21,20,16,22,22,21,18,12,14,5,11,12,0,0,0,0,0,0,0,0,0,0,0,0
356,"Sit-and-Wait","Large","Large",0.9,0.2,41117,41117,"260","[[0 10] [1 9] [2 12] [3 11] [4 8] [5 17] [6 14] [7 7] [8 10] [9 8] [10 6] [11 6] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 190] [1 258] [2 1048] [3 527] [4 482] [5 312] [6 201] [7 1068] [8 144] [9 643] [10 1134] [11 241] [12 1226] [13 1203] [14 1165] [15 1187] [16 1190] [17 1163] [18 1185] [19 1198] [20 1210] [21 1207] [22 1188] [23 1186]]",8320,12236,20556,0,190,258,1048,527,482,312,201,1068,144,643,1134,241,1226,1203,1165,1187,1190,1163,1185,1198,1210,1207,1188,1186,10,9,12,11,8,17,14,7,10,8,6,6,0,0,0,0,0,0,0,0,0,0,0,0
354,"Sit-and-Wait","Large","Large",0.9,0.2,62527,62527,"249","[[0 10] [1 9] [2 11] [3 9] [4 13] [5 10] [6 8] [7 9] [8 8] [9 10] [10 7] [11 8] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 295] [1 128] [2 431] [3 1426] [4 120] [5 580] [6 1722] [7 131] [8 89] [9 145] [10 474] [11 217] [12 2107] [13 2138] [14 2112] [15 2123] [16 2105] [17 2137] [18 2161] [19 2144] [20 2127] [21 2134] [22 2097] [23 2117]]",16771,14489,31260,0,295,128,431,1426,120,580,1722,131,89,145,474,217,2107,2138,2112,2123,2105,2137,2161,2144,2127,2134,2097,2117,10,9,11,9,13,10,8,9,8,10,7,8,0,0,0,0,0,0,0,0,0,0,0,0
