"BehaviorSpace results (NetLogo 6.2.1)"
"YEAR_MODELS_8x12_death_Space_Time_EVENHabitat_Nov19Final.nlogo"
"YEAR5_MODELS"
"11/30/2021 16:45:23:087 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","7","0","11"
"[run number]","Predator-Strategy","Prey-Starting-Condition","Predator-Starting-Condition","Detection-prob-black","Detection-prob-white","[step]","ticks","[nearby] of preys","mapAware-table [1] of one-of patches","hour-map-prey [1]","[p-black] of one-of preys","[p-white] of one-of preys","[domain-overlap] of one-of preys","[domain-prey] of one-of preys"
"1000","Active","Small","Large","0.55","0.55","43799","43800","[84]","[[0 2] [1 4] [2 2] [3 2] [4 4] [5 5] [6 2] [7 3] [8 2] [9 15] [10 5] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 86] [1 87] [2 182] [3 18] [4 81] [5 197] [6 120] [7 74] [8 16] [9 598] [10 222] [11 220] [12 1675] [13 1693] [14 1650] [15 1638] [16 1665] [17 1679] [18 1654] [19 1667] [20 1686] [21 1655] [22 1667] [23 1670]]","19090","2810","21900","0"
"1001","Active","Large","Small","0.55","0.55","43799","43800","[73]","[[0 2] [1 2] [2 4] [3 2] [4 2] [5 2] [6 5] [7 2] [8 7] [9 5] [10 2] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 184] [1 23] [2 272] [3 25] [4 397] [5 131] [6 937] [7 135] [8 754] [9 1360] [10 71] [11 159] [12 1470] [13 1460] [14 1463] [15 1436] [16 1472] [17 1470] [18 1457] [19 1434] [20 1469] [21 1430] [22 1448] [23 1443]]","10308","11592","2652","19248"
"1002","Active","Large","Small","0.55","0.55","43799","43800","[94]","[[0 2] [1 2] [2 4] [3 4] [4 4] [5 3] [6 3] [7 6] [8 9] [9 2] [10 3] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 69] [1 71] [2 323] [3 253] [4 366] [5 102] [6 415] [7 409] [8 1460] [9 15] [10 324] [11 445] [12 1450] [13 1465] [14 1461] [15 1480] [16 1459] [17 1474] [18 1477] [19 1489] [20 1483] [21 1475] [22 1467] [23 1468]]","10411","11489","3500","18400"
"1006","Active","Large","Small","0.55","0.55","12340","12340","[82]","[[0 3] [1 3] [2 2] [3 2] [4 4] [5 5] [6 2] [7 6] [8 3] [9 2] [10 5] [11 6] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 161] [1 17] [2 183] [3 306] [4 288] [5 63] [6 262] [7 291] [8 314] [9 203] [10 185] [11 305] [12 309] [13 289] [14 303] [15 317] [16 290] [17 289] [18 302] [19 311] [20 274] [21 302] [22 302] [23 303]]","2284","3885","1587","4582"
"1003","Active","Large","Small","0.55","0.55","43799","43800","[47]","[[0 2] [1 2] [2 2] [3 2] [4 2] [5 2] [6 5] [7 2] [8 2] [9 3] [10 2] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 78] [1 41] [2 27] [3 40] [4 230] [5 63] [6 363] [7 263] [8 39] [9 336] [10 14] [11 131] [12 1690] [13 1679] [14 1688] [15 1693] [16 1678] [17 1700] [18 1702] [19 1686] [20 1689] [21 1686] [22 1699] [23 1685]]","3005","18895","17041","4859"
"1004","Active","Large","Small","0.55","0.55","43799","43800","[75]","[[0 2] [1 2] [2 2] [3 3] [4 3] [5 3] [6 10] [7 3] [8 2] [9 5] [10 4] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 34] [1 160] [2 38] [3 45] [4 573] [5 159] [6 826] [7 182] [8 570] [9 578] [10 167] [11 14] [12 1547] [13 1548] [14 1533] [15 1561] [16 1552] [17 1548] [18 1564] [19 1535] [20 1548] [21 1541] [22 1533] [23 1544]]","8907","12993","4730","17170"
"1005","Active","Large","Small","0.55","0.55","43799","43800","[65]","[[0 2] [1 3] [2 3] [3 3] [4 3] [5 2] [6 3] [7 2] [8 3] [9 5] [10 4] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 114] [1 431] [2 415] [3 153] [4 125] [5 28] [6 858] [7 731] [8 264] [9 1394] [10 330] [11 189] [12 1417] [13 1410] [14 1420] [15 1417] [16 1437] [17 1396] [18 1391] [19 1390] [20 1378] [21 1386] [22 1430] [23 1396]]","10646","11254","2564","19336"
"1007","Active","Large","Small","0.55","0.55","43799","43800","[56]","[[0 2] [1 2] [2 3] [3 2] [4 3] [5 2] [6 2] [7 3] [8 2] [9 3] [10 2] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 27] [1 277] [2 680] [3 210] [4 294] [5 109] [6 105] [7 244] [8 1424] [9 1420] [10 153] [11 124] [12 1387] [13 1405] [14 1424] [15 1416] [16 1417] [17 1410] [18 1392] [19 1399] [20 1401] [21 1407] [22 1388] [23 1387]]","10003","11897","1861","20039"
"1010","Active","Large","Small","0.55","0.55","7038","7038","[43]","[[0 2] [1 1] [2 3] [3 2] [4 1] [5 1] [6 3] [7 2] [8 2] [9 3] [10 0] [11 0] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 156] [1 173] [2 37] [3 83] [4 159] [5 158] [6 168] [7 161] [8 22] [9 167] [10 155] [11 160] [12 159] [13 155] [14 170] [15 163] [16 167] [17 167] [18 156] [19 151] [20 145] [21 160] [22 174] [23 152]]","2001","1517","774","2744"
"1008","Active","Large","Small","0.55","0.55","43799","43800","[71]","[[0 7] [1 6] [2 3] [3 2] [4 6] [5 3] [6 3] [7 2] [8 7] [9 2] [10 2] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 1427] [1 239] [2 20] [3 18] [4 205] [5 67] [6 24] [7 56] [8 231] [9 201] [10 411] [11 188] [12 1552] [13 1557] [14 1577] [15 1562] [16 1575] [17 1565] [18 1585] [19 1562] [20 1594] [21 1567] [22 1561] [23 1556]]","9644","12256","2077","19823"
"1009","Active","Large","Small","0.55","0.55","43799","43800","[44]","[[0 2] [1 1] [2 3] [3 3] [4 3] [5 1] [6 3] [7 3] [8 2] [9 5] [10 2] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 27] [1 1174] [2 1210] [3 1176] [4 212] [5 1176] [6 1206] [7 1188] [8 15] [9 109] [10 99] [11 94] [12 1181] [13 1176] [14 1166] [15 1176] [16 1154] [17 1190] [18 1213] [19 1230] [20 1177] [21 1160] [22 1202] [23 1189]]","12608","9292","518","21382"
"1013","Active","Large","Small","0.55","0.55","26410","26410","[83]","[[0 2] [1 2] [2 2] [3 4] [4 2] [5 2] [6 3] [7 4] [8 2] [9 7] [10 3] [11 6] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 220] [1 273] [2 104] [3 233] [4 99] [5 288] [6 231] [7 328] [8 204] [9 787] [10 235] [11 593] [12 799] [13 808] [14 810] [15 787] [16 804] [17 782] [18 786] [19 812] [20 786] [21 817] [22 813] [23 802]]","5257","7944","5315","7886"
"1015","Active","Large","Small","0.55","0.55","4326","4326","[37]","[[0 2] [1 3] [2 1] [3 5] [4 1] [5 1] [6 1] [7 1] [8 2] [9 3] [10 1] [11 1] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 91] [1 95] [2 95] [3 84] [4 101] [5 90] [6 85] [7 102] [8 95] [9 95] [10 88] [11 89] [12 96] [13 91] [14 87] [15 97] [16 89] [17 79] [18 81] [19 86] [20 95] [21 83] [22 87] [23 82]]","1373","790","954","1209"
"1011","Active","Large","Small","0.55","0.55","43799","43800","[52]","[[0 2] [1 2] [2 3] [3 2] [4 3] [5 7] [6 2] [7 2] [8 2] [9 2] [10 2] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 73] [1 10] [2 245] [3 110] [4 95] [5 240] [6 19] [7 12] [8 38] [9 209] [10 238] [11 54] [12 1710] [13 1705] [14 1713] [15 1712] [16 1712] [17 1720] [18 1724] [19 1711] [20 1717] [21 1722] [22 1701] [23 1710]]","10944","10956","2510","19390"
"1012","Active","Large","Small","0.55","0.55","43799","43800","[66]","[[0 2] [1 4] [2 4] [3 9] [4 2] [5 2] [6 2] [7 2] [8 4] [9 4] [10 3] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 13] [1 682] [2 1087] [3 1272] [4 82] [5 613] [6 56] [7 24] [8 1281] [9 598] [10 606] [11 280] [12 1265] [13 1291] [14 1276] [15 1269] [16 1283] [17 1250] [18 1282] [19 1266] [20 1255] [21 1321] [22 1282] [23 1266]]","11059","10841","1854","20046"
"1017","Active","Large","Small","0.55","0.55","11209","11209","[69]","[[0 3] [1 2] [2 0] [3 7] [4 3] [5 3] [6 4] [7 4] [8 2] [9 4] [10 4] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 256] [1 261] [2 240] [3 261] [4 239] [5 126] [6 218] [7 248] [8 68] [9 254] [10 223] [11 140] [12 255] [13 260] [14 267] [15 230] [16 266] [17 273] [18 264] [19 244] [20 248] [21 241] [22 265] [23 258]]","1997","3608","1193","4412"
"1014","Active","Large","Small","0.55","0.55","43799","43800","[64]","[[0 6] [1 0] [2 2] [3 3] [4 3] [5 2] [6 3] [7 2] [8 6] [9 6] [10 2] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 359] [1 1363] [2 180] [3 1331] [4 271] [5 34] [6 96] [7 46] [8 1339] [9 377] [10 79] [11 313] [12 1331] [13 1336] [14 1352] [15 1346] [16 1364] [17 1353] [18 1359] [19 1349] [20 1317] [21 1323] [22 1361] [23 1321]]","9345","12555","1181","20719"
"1020","Active","Large","Small","0.55","0.55","82","82","[5]","[[0 0] [1 0] [2 0] [3 0] [4 0] [5 1] [6 0] [7 1] [8 1] [9 0] [10 0] [11 0] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 2] [1 1] [2 1] [3 1] [4 2] [5 4] [6 2] [7 1] [8 2] [9 4] [10 3] [11 1] [12 1] [13 2] [14 2] [15 1] [16 0] [17 2] [18 2] [19 2] [20 0] [21 2] [22 2] [23 1]]","22","19","35","6"
"1019","Active","Large","Small","0.55","0.55","3674","3674","[32]","[[0 3] [1 0] [2 1] [3 1] [4 2] [5 2] [6 1] [7 2] [8 0] [9 3] [10 0] [11 0] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 62] [1 81] [2 74] [3 75] [4 81] [5 82] [6 81] [7 40] [8 70] [9 79] [10 82] [11 78] [12 69] [13 80] [14 79] [15 77] [16 77] [17 82] [18 77] [19 81] [20 87] [21 82] [22 78] [23 83]]","1143","694","923","914"
"1016","Active","Large","Small","0.55","0.55","43799","43800","[65]","[[0 3] [1 2] [2 4] [3 4] [4 2] [5 2] [6 6] [7 3] [8 8] [9 4] [10 2] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 562] [1 16] [2 327] [3 327] [4 588] [5 350] [6 344] [7 609] [8 1401] [9 75] [10 36] [11 356] [12 1413] [13 1403] [14 1404] [15 1404] [16 1418] [17 1445] [18 1410] [19 1423] [20 1379] [21 1403] [22 1397] [23 1410]]","11639","10261","2422","19478"
"1021","Active","Large","Small","0.55","0.55","43799","43800","[84]","[[0 7] [1 5] [2 2] [3 4] [4 3] [5 2] [6 4] [7 5] [8 6] [9 2] [10 2] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 1383] [1 338] [2 76] [3 240] [4 89] [5 828] [6 355] [7 181] [8 1393] [9 204] [10 5] [11 223] [12 1397] [13 1377] [14 1360] [15 1376] [16 1418] [17 1385] [18 1398] [19 1364] [20 1382] [21 1382] [22 1407] [23 1339]]","12809","9091","2072","19828"
"1018","Active","Large","Small","0.55","0.55","43799","43800","[105]","[[0 6] [1 2] [2 2] [3 2] [4 2] [5 8] [6 5] [7 3] [8 2] [9 17] [10 4] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 509] [1 27] [2 36] [3 19] [4 35] [5 437] [6 439] [7 167] [8 416] [9 555] [10 317] [11 463] [12 1547] [13 1531] [14 1547] [15 1517] [16 1539] [17 1530] [18 1549] [19 1552] [20 1543] [21 1531] [22 1531] [23 1563]]","8827","13073","3600","18300"
"1022","Active","Large","Small","0.55","0.55","43799","43800","[71]","[[0 5] [1 3] [2 2] [3 5] [4 4] [5 2] [6 5] [7 4] [8 3] [9 6] [10 3] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 1245] [1 396] [2 185] [3 604] [4 183] [5 181] [6 751] [7 83] [8 66] [9 1347] [10 231] [11 158] [12 1365] [13 1375] [14 1384] [15 1381] [16 1391] [17 1376] [18 1378] [19 1359] [20 1370] [21 1363] [22 1369] [23 1359]]","12512","9388","1989","19911"
"1023","Active","Large","Small","0.55","0.55","43799","43800","[73]","[[0 5] [1 3] [2 4] [3 4] [4 6] [5 3] [6 2] [7 2] [8 3] [9 2] [10 3] [11 6] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 131] [1 104] [2 107] [3 931] [4 227] [5 1215] [6 111] [7 82] [8 108] [9 52] [10 246] [11 840] [12 1493] [13 1495] [14 1469] [15 1463] [16 1456] [17 1459] [18 1487] [19 1488] [20 1471] [21 1485] [22 1503] [23 1477]]","11235","10665","2752","19148"
"1024","Active","Large","Small","0.55","0.55","43799","43800","[61]","[[0 2] [1 3] [2 5] [3 4] [4 2] [5 2] [6 2] [7 4] [8 2] [9 2] [10 2] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 1332] [1 33] [2 181] [3 323] [4 51] [5 413] [6 85] [7 977] [8 110] [9 84] [10 83] [11 48] [12 1479] [13 1525] [14 1523] [15 1530] [16 1504] [17 1522] [18 1531] [19 1502] [20 1516] [21 1524] [22 1519] [23 1505]]","10481","11419","1967","19933"
"1026","Active","Large","Small","0.55","0.55","43799","43800","[52]","[[0 2] [1 2] [2 3] [3 2] [4 5] [5 2] [6 4] [7 2] [8 2] [9 2] [10 3] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 26] [1 216] [2 84] [3 50] [4 226] [5 163] [6 206] [7 64] [8 179] [9 157] [10 99] [11 174] [12 1676] [13 1692] [14 1685] [15 1676] [16 1692] [17 1679] [18 1686] [19 1687] [20 1692] [21 1702] [22 1686] [23 1703]]","1744","20156","19224","2676"
"1025","Active","Large","Small","0.55","0.55","43799","43800","[65]","[[0 2] [1 3] [2 2] [3 2] [4 5] [5 3] [6 2] [7 6] [8 2] [9 4] [10 2] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 13] [1 54] [2 1410] [3 28] [4 1430] [5 99] [6 184] [7 563] [8 23] [9 270] [10 16] [11 515] [12 1416] [13 1440] [14 1434] [15 1427] [16 1435] [17 1425] [18 1458] [19 1454] [20 1430] [21 1459] [22 1450] [23 1467]]","11894","10006","1315","20585"
"1027","Active","Large","Small","0.55","0.55","43799","43800","[75]","[[0 4] [1 4] [2 3] [3 6] [4 3] [5 7] [6 5] [7 2] [8 2] [9 2] [10 2] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 298] [1 1435] [2 23] [3 389] [4 62] [5 1397] [6 329] [7 292] [8 102] [9 295] [10 66] [11 329] [12 1374] [13 1436] [14 1413] [15 1413] [16 1419] [17 1429] [18 1363] [19 1412] [20 1414] [21 1408] [22 1395] [23 1407]]","11162","10738","1903","19997"
"1028","Active","Large","Small","0.55","0.55","43799","43800","[80]","[[0 5] [1 2] [2 7] [3 2] [4 3] [5 2] [6 2] [7 11] [8 2] [9 2] [10 3] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 418] [1 271] [2 486] [3 183] [4 286] [5 269] [6 258] [7 1512] [8 127] [9 14] [10 26] [11 21] [12 1518] [13 1477] [14 1535] [15 1483] [16 1508] [17 1499] [18 1506] [19 1520] [20 1483] [21 1516] [22 1490] [23 1494]]","12493","9407","4120","17780"
"1029","Active","Large","Small","0.55","0.55","43799","43800","[124]","[[0 2] [1 8] [2 2] [3 3] [4 6] [5 3] [6 12] [7 11] [8 8] [9 11] [10 3] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 25] [1 882] [2 80] [3 122] [4 540] [5 150] [6 1270] [7 1254] [8 622] [9 1263] [10 72] [11 481] [12 1254] [13 1293] [14 1224] [15 1273] [16 1237] [17 1239] [18 1255] [19 1277] [20 1280] [21 1289] [22 1247] [23 1271]]","14670","7230","3944","17956"
"1030","Active","Large","Small","0.55","0.55","43799","43800","[83]","[[0 3] [1 3] [2 2] [3 5] [4 4] [5 2] [6 5] [7 2] [8 2] [9 2] [10 4] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 1002] [1 92] [2 1064] [3 1033] [4 1095] [5 1055] [6 1083] [7 1073] [8 51] [9 1089] [10 99] [11 388] [12 1085] [13 1061] [14 1063] [15 1048] [16 1054] [17 1070] [18 1082] [19 1055] [20 1065] [21 1080] [22 1079] [23 1034]]","8299","13601","1394","20506"
"1034","Active","Large","Small","0.55","0.55","1753","1753","[18]","[[0 0] [1 0] [2 0] [3 0] [4 2] [5 1] [6 3] [7 0] [8 1] [9 0] [10 1] [11 0] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 33] [1 39] [2 41] [3 36] [4 32] [5 43] [6 43] [7 26] [8 33] [9 37] [10 36] [11 34] [12 36] [13 30] [14 34] [15 44] [16 38] [17 36] [18 39] [19 36] [20 39] [21 43] [22 36] [23 33]]","461","416","302","575"
"1031","Active","Large","Small","0.55","0.55","43799","43800","[62]","[[0 2] [1 4] [2 2] [3 2] [4 3] [5 2] [6 2] [7 2] [8 4] [9 2] [10 4] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 119] [1 134] [2 60] [3 309] [4 177] [5 133] [6 155] [7 122] [8 386] [9 316] [10 70] [11 21] [12 1669] [13 1658] [14 1675] [15 1665] [16 1664] [17 1631] [18 1645] [19 1671] [20 1659] [21 1653] [22 1655] [23 1653]]","11487","10413","1836","20064"
"1032","Active","Large","Small","0.55","0.55","43799","43800","[53]","[[0 2] [1 2] [2 1] [3 5] [4 2] [5 4] [6 2] [7 2] [8 6] [9 3] [10 2] [11 1] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 1157] [1 145] [2 1182] [3 142] [4 1156] [5 274] [6 1169] [7 27] [8 1155] [9 37] [10 42] [11 1197] [12 1200] [13 1167] [14 1170] [15 1215] [16 1180] [17 1170] [18 1186] [19 1201] [20 1190] [21 1194] [22 1168] [23 1176]]","9875","12025","1001","20899"
"1033","Active","Large","Small","0.55","0.55","43799","43800","[61]","[[0 5] [1 3] [2 7] [3 2] [4 2] [5 2] [6 2] [7 2] [8 2] [9 3] [10 2] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 805] [1 245] [2 798] [3 178] [4 383] [5 19] [6 13] [7 17] [8 84] [9 794] [10 180] [11 378] [12 1490] [13 1492] [14 1524] [15 1498] [16 1503] [17 1502] [18 1525] [19 1486] [20 1507] [21 1488] [22 1489] [23 1502]]","10455","11445","3233","18667"
"1036","Active","Large","Small","0.55","0.55","43799","43800","[70]","[[0 3] [1 3] [2 3] [3 2] [4 3] [5 2] [6 2] [7 3] [8 2] [9 5] [10 5] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 113] [1 1250] [2 1272] [3 647] [4 412] [5 16] [6 49] [7 420] [8 69] [9 1251] [10 1284] [11 62] [12 1250] [13 1229] [14 1221] [15 1257] [16 1248] [17 1272] [18 1285] [19 1257] [20 1265] [21 1240] [22 1271] [23 1260]]","10431","11469","1415","20485"
"1035","Active","Large","Small","0.55","0.55","43799","43800","[73]","[[0 2] [1 2] [2 6] [3 5] [4 2] [5 2] [6 5] [7 2] [8 2] [9 2] [10 4] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 69] [1 101] [2 752] [3 235] [4 102] [5 75] [6 139] [7 62] [8 109] [9 98] [10 240] [11 245] [12 1649] [13 1643] [14 1657] [15 1634] [16 1641] [17 1631] [18 1647] [19 1621] [20 1661] [21 1633] [22 1626] [23 1630]]","10080","11820","2402","19498"
"1039","Active","Large","Small","0.55","0.55","5161","5161","[33]","[[0 0] [1 2] [2 1] [3 0] [4 0] [5 2] [6 0] [7 3] [8 4] [9 2] [10 2] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 118] [1 29] [2 130] [3 129] [4 116] [5 133] [6 127] [7 126] [8 116] [9 44] [10 14] [11 33] [12 123] [13 122] [14 115] [15 140] [16 117] [17 108] [18 117] [19 117] [20 131] [21 124] [22 116] [23 136]]","1131","1450","552","2029"
"1040","Active","Large","Small","0.55","0.55","2867","2867","[33]","[[0 3] [1 2] [2 0] [3 1] [4 3] [5 1] [6 2] [7 0] [8 1] [9 0] [10 2] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 68] [1 41] [2 64] [3 67] [4 26] [5 60] [6 67] [7 58] [8 59] [9 58] [10 60] [11 63] [12 54] [13 70] [14 64] [15 53] [16 60] [17 65] [18 57] [19 63] [20 70] [21 61] [22 61] [23 64]]","733","700","542","891"
"1037","Active","Large","Small","0.55","0.55","34849","34849","[97]","[[0 5] [1 2] [2 6] [3 4] [4 5] [5 4] [6 2] [7 5] [8 2] [9 4] [10 2] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 990] [1 55] [2 1003] [3 347] [4 1031] [5 359] [6 52] [7 384] [8 295] [9 294] [10 87] [11 354] [12 1040] [13 1000] [14 1027] [15 998] [16 1015] [17 1013] [18 1026] [19 982] [20 969] [21 1041] [22 1028] [23 1035]]","7439","9986","1943","15482"
"1038","Active","Large","Small","0.55","0.55","43799","43800","[77]","[[0 3] [1 3] [2 2] [3 2] [4 2] [5 6] [6 2] [7 2] [8 5] [9 7] [10 4] [11 1] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 89] [1 286] [2 198] [3 84] [4 22] [5 408] [6 34] [7 27] [8 1030] [9 1400] [10 465] [11 1391] [12 1384] [13 1339] [14 1394] [15 1384] [16 1361] [17 1391] [18 1363] [19 1381] [20 1381] [21 1362] [22 1380] [23 1346]]","12285","9615","1891","20009"
"1044","Active","Large","Small","0.55","0.55","15345","15345","[52]","[[0 2] [1 2] [2 3] [3 5] [4 4] [5 0] [6 3] [7 3] [8 5] [9 3] [10 3] [11 1] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 267] [1 25] [2 363] [3 350] [4 340] [5 338] [6 366] [7 104] [8 352] [9 283] [10 358] [11 348] [12 325] [13 372] [14 340] [15 343] [16 347] [17 359] [18 365] [19 344] [20 334] [21 356] [22 351] [23 341]]","3449","4222","1551","6120"
"1041","Active","Large","Small","0.55","0.55","43799","43800","[116]","[[0 6] [1 7] [2 4] [3 2] [4 2] [5 3] [6 3] [7 12] [8 9] [9 2] [10 6] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 375] [1 251] [2 119] [3 96] [4 230] [5 246] [6 224] [7 1492] [8 548] [9 55] [10 233] [11 234] [12 1500] [13 1453] [14 1502] [15 1486] [16 1498] [17 1494] [18 1490] [19 1477] [20 1475] [21 1511] [22 1458] [23 1453]]","12834","9066","3581","18319"
"1042","Active","Large","Small","0.55","0.55","43799","43800","[75]","[[0 2] [1 2] [2 3] [3 2] [4 2] [5 2] [6 2] [7 2] [8 2] [9 5] [10 2] [11 6] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 595] [1 25] [2 177] [3 278] [4 36] [5 182] [6 175] [7 172] [8 37] [9 530] [10 19] [11 808] [12 1598] [13 1567] [14 1562] [15 1568] [16 1573] [17 1547] [18 1601] [19 1569] [20 1571] [21 1569] [22 1559] [23 1582]]","10072","11828","5552","16348"
"1043","Active","Large","Small","0.55","0.55","43799","43800","[83]","[[0 10] [1 10] [2 3] [3 2] [4 3] [5 3] [6 4] [7 4] [8 2] [9 2] [10 2] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 1345] [1 414] [2 187] [3 288] [4 139] [5 204] [6 433] [7 1356] [8 373] [9 287] [10 170] [11 569] [12 1339] [13 1354] [14 1356] [15 1362] [16 1335] [17 1311] [18 1329] [19 1368] [20 1368] [21 1359] [22 1336] [23 1318]]","10549","11351","2247","19653"
